,w,Tx,Data Queue,Prediction,Analysis,Model Type
383,50,1,2.1710000000000003,28.147,0.063,Original
384,50,1,2.265,30.827,0.074,Original
385,50,1,2.337,28.76,0.075,Original
386,50,1,2.348,28.675,0.06899999999999999,Original
387,50,1,2.336,29.392000000000003,0.075,Original
388,50,1,2.3489999999999998,29.43,0.07100000000000001,Original
389,50,1,2.3449999999999998,28.671,0.077,Original
390,50,1,2.3640000000000003,29.25,0.07100000000000001,Original
391,50,1,2.451,28.471,0.073,Original
392,50,1,2.355,34.592,0.06899999999999999,Original
393,50,1,2.335,28.641,0.076,Original
394,50,1,2.398,28.901,0.07100000000000001,Original
395,50,1,2.483,28.985,0.07100000000000001,Original
396,50,1,2.3579999999999997,28.862,0.073,Original
397,50,1,2.3640000000000003,28.464,0.073,Original
398,50,1,2.35,28.344,0.073,Original
399,50,1,2.3440000000000003,28.126,0.058,Original
400,50,1,1.961,31.589,0.07100000000000001,Original
401,50,1,2.4789999999999996,28.107,0.06999999999999999,Original
402,50,1,2.336,28.832,0.073,Original
403,50,1,2.1310000000000002,26.134999999999998,0.061,Original
404,100,1,1.903,83.32100000000001,0.066,Original
405,100,1,2.373,28.439,0.066,Original
406,100,1,1.9680000000000002,27.019000000000002,0.064,Original
407,100,1,2.3579999999999997,26.456,0.231,Original
408,100,1,2.029,27.491000000000003,0.068,Original
409,100,1,2.342,29.807,0.08,Original
410,100,1,2.3579999999999997,30.866999999999997,0.08,Original
411,100,1,2.347,30.387,0.078,Original
412,100,1,2.353,34.04,0.075,Original
413,100,1,2.366,29.35,0.067,Original
414,100,1,2.065,28.415,0.083,Original
415,100,1,2.2070000000000003,28.526,0.067,Original
416,100,1,1.965,25.859,0.063,Original
417,100,1,1.9919999999999998,27.577,0.14200000000000002,Original
418,100,1,2.267,27.701,0.06999999999999999,Original
419,100,1,2.227,28.179,0.06499999999999999,Original
420,100,1,1.965,33.195,0.066,Original
421,100,1,2.007,28.740000000000002,0.074,Original
422,100,1,2.347,30.349999999999998,0.067,Original
423,100,1,1.966,25.5,0.067,Original
424,100,1,2.32,27.005000000000003,0.08600000000000001,Original
425,100,1,2.174,27.415,0.066,Original
426,100,1,2.026,26.353,0.064,Original
427,100,1,1.966,25.874000000000002,0.067,Original
428,100,1,1.9889999999999999,32.208,0.079,Original
429,100,1,2.4819999999999998,27.721,0.066,Original
430,100,1,1.9729999999999999,27.761999999999997,0.06499999999999999,Original
431,100,1,2.478,27.613,0.066,Original
432,100,1,1.964,28.107,0.067,Original
433,100,1,2.072,26.32,0.063,Original
434,100,1,2.036,27.922,0.06899999999999999,Original
435,100,1,2.175,26.977,0.066,Original
436,100,1,1.9929999999999999,31.595,0.073,Original
437,100,1,2.354,28.596,0.06999999999999999,Original
438,100,1,2.144,28.945,0.067,Original
439,100,1,2.0100000000000002,26.544,0.066,Original
440,100,1,2.221,26.391000000000002,0.11900000000000001,Original
441,100,1,2.316,26.683,0.132,Original
442,100,1,2.337,30.020000000000003,0.074,Original
443,100,1,2.348,28.332,0.06899999999999999,Original
444,100,1,2.0,32.367,0.075,Original
445,100,1,2.3289999999999997,28.816000000000003,0.066,Original
446,100,1,1.976,26.666,0.06499999999999999,Original
447,100,1,2.264,26.110000000000003,0.067,Original
448,100,1,2.433,27.535,0.067,Original
449,100,1,1.9689999999999999,26.289,0.066,Original
450,100,1,1.9980000000000002,26.971999999999998,0.063,Original
451,100,1,1.976,27.751,0.089,Original
452,100,1,2.395,32.649,0.083,Original
453,100,1,2.063,27.477,0.064,Original
454,100,1,2.475,27.999,0.067,Original
455,100,1,2.016,27.573,0.06499999999999999,Original
456,100,1,1.976,25.996,0.066,Original
457,100,1,2.058,26.738999999999997,0.179,Original
458,100,1,2.347,28.538,0.07100000000000001,Original
459,100,1,2.3040000000000003,27.993000000000002,0.066,Original
460,100,1,2.0100000000000002,32.408,0.079,Original
461,100,1,2.3240000000000003,29.24,0.06499999999999999,Original
462,100,1,1.9680000000000002,25.815,0.14100000000000001,Original
463,100,1,2.221,25.74,0.07200000000000001,Original
464,100,1,2.267,27.878,0.067,Original
465,100,1,2.105,28.508,0.06499999999999999,Original
466,100,1,1.9300000000000002,26.066,0.112,Original
467,100,1,2.129,26.822,0.067,Original
468,100,1,1.98,33.043000000000006,0.074,Original
469,100,1,2.332,27.123,0.064,Original
470,100,1,2.298,26.623,0.107,Original
471,100,1,2.298,28.034,0.067,Original
472,100,1,1.966,26.413,0.063,Original
473,100,1,2.2369999999999997,25.835,0.066,Original
474,100,1,2.406,27.264,0.064,Original
475,100,1,1.932,28.250999999999998,0.06499999999999999,Original
476,100,1,1.965,33.851,0.06999999999999999,Original
477,100,1,2.112,28.594,0.067,Original
478,100,1,2.076,28.382,0.066,Original
479,100,1,2.006,27.174,0.066,Original
480,100,1,1.986,26.061,0.06499999999999999,Original
481,100,1,2.006,27.043000000000003,0.067,Original
482,100,1,1.9719999999999998,26.664,0.136,Original
483,100,1,1.9729999999999999,27.799,0.067,Original
484,100,1,2.0149999999999997,32.269,0.073,Original
485,100,1,2.341,29.848,0.067,Original
486,100,1,2.0460000000000003,29.557,0.14200000000000002,Original
487,100,1,2.039,27.900000000000002,0.066,Original
488,100,1,2.0799999999999996,28.647,0.066,Original
489,100,1,2.126,27.172,0.06499999999999999,Original
490,100,1,2.006,26.453,0.067,Original
491,100,1,2.038,28.115000000000002,0.067,Original
492,100,1,2.442,33.078,0.074,Original
493,100,1,2.346,28.113,0.073,Original
494,100,1,2.227,27.208,0.06499999999999999,Original
495,100,1,1.965,27.807,0.067,Original
496,100,1,1.986,26.384,0.093,Original
497,100,1,2.281,26.096,0.06899999999999999,Original
498,100,1,2.255,28.557,0.134,Original
499,100,1,2.225,26.326999999999998,0.127,Original
500,100,1,1.967,31.322999999999997,0.079,Original
501,100,1,2.408,29.793,0.067,Original
502,100,1,1.9620000000000002,26.104,0.064,Original
503,100,1,2.004,26.183,0.064,Original
504,100,1,2.534,28.322,0.067,Original
505,20,1,3.061,3.8409999999999997,0.06899999999999999,Lite
506,20,1,2.562,0.655,0.062,Lite
507,20,1,2.2070000000000003,0.499,0.051,Lite
508,20,1,2.1220000000000003,0.62,0.05,Lite
509,20,1,2.118,0.43600000000000005,0.051,Lite
510,20,1,2.19,0.482,0.05,Lite
511,20,1,2.1159999999999997,0.513,0.049,Lite
512,20,1,2.16,0.5760000000000001,0.049,Lite
513,20,1,2.1159999999999997,0.483,0.052,Lite
514,20,1,2.169,0.587,0.049,Lite
515,20,1,2.134,0.5519999999999999,0.048,Lite
516,20,1,2.055,0.675,0.045000000000000005,Lite
517,20,1,1.9369999999999998,0.795,0.041999999999999996,Lite
518,20,1,2.0669999999999997,0.776,0.04,Lite
519,20,1,1.722,0.8310000000000001,0.06899999999999999,Lite
520,20,1,2.15,0.781,0.04,Lite
521,20,1,1.7049999999999998,0.767,0.04,Lite
522,20,1,1.7129999999999999,0.728,0.038,Lite
523,20,1,1.699,0.843,0.063,Lite
524,20,1,2.142,0.892,0.04,Lite
525,20,1,1.717,0.675,0.039,Lite
526,20,1,2.109,0.7649999999999999,0.039,Lite
527,20,1,1.7129999999999999,0.74,0.039,Lite
528,20,1,1.699,0.868,0.053,Lite
529,20,1,1.7049999999999998,0.722,0.039,Lite
530,20,1,2.422,0.921,0.04,Lite
531,20,1,1.737,0.746,0.041,Lite
532,20,1,2.317,0.78,0.041,Lite
533,20,1,1.7979999999999998,0.739,0.036000000000000004,Lite
534,20,1,1.704,0.888,0.041,Lite
535,20,1,1.792,0.9600000000000001,0.082,Lite
536,20,1,2.227,0.631,0.04,Lite
537,20,1,1.7489999999999999,1.049,0.125,Lite
538,20,1,1.935,1.039,0.041999999999999996,Lite
539,20,1,2.254,1.066,0.088,Lite
540,20,1,2.02,0.656,0.041,Lite
541,20,1,2.175,0.6679999999999999,0.041,Lite
542,20,1,1.777,0.651,0.04,Lite
543,20,1,1.946,1.155,0.041,Lite
544,20,1,1.8010000000000002,0.741,0.041,Lite
545,20,1,1.769,0.641,0.041999999999999996,Lite
546,20,1,1.799,0.631,0.04,Lite
547,20,1,1.861,0.9359999999999999,0.041,Lite
548,20,1,1.9189999999999998,0.6489999999999999,0.04,Lite
549,20,1,1.7440000000000002,0.743,0.058,Lite
550,20,1,2.045,0.6980000000000001,0.041999999999999996,Lite
551,20,1,1.7910000000000001,0.644,0.041,Lite
552,20,1,1.746,0.6539999999999999,0.04,Lite
553,20,1,1.895,0.856,0.059,Lite
