,w,Tx,Data Queue,Prediction,Analysis,Model Type
554,20,1,1.897,0.6449999999999999,0.041999999999999996,Lite
555,20,1,1.954,0.99,0.041,Lite
556,20,1,1.7550000000000001,0.732,0.04,Lite
557,20,1,1.74,0.617,0.04,Lite
558,20,1,1.75,0.602,0.041,Lite
559,20,1,1.747,0.8540000000000001,0.04,Lite
560,20,1,2.124,0.851,0.04,Lite
561,20,1,1.758,0.718,0.043000000000000003,Lite
562,20,1,2.041,0.861,0.041,Lite
563,20,1,1.7810000000000001,0.6980000000000001,0.04,Lite
564,20,1,1.758,0.6679999999999999,0.04,Lite
565,20,1,1.7799999999999998,0.79,0.041,Lite
566,20,1,2.032,0.6859999999999999,0.04,Lite
567,20,1,1.7570000000000001,1.0410000000000001,0.11900000000000001,Lite
568,20,1,1.896,0.723,0.041999999999999996,Lite
569,20,1,1.779,0.7200000000000001,0.041999999999999996,Lite
570,20,1,1.776,0.6719999999999999,0.04,Lite
571,20,1,1.768,0.9840000000000001,0.041,Lite
572,20,1,2.139,0.87,0.041,Lite
573,20,1,1.782,0.858,0.074,Lite
574,20,1,2.063,0.864,0.041999999999999996,Lite
575,20,1,1.8339999999999999,1.244,0.046,Lite
576,20,1,1.832,0.823,0.043000000000000003,Lite
577,20,1,2.557,1.135,0.044,Lite
578,20,1,1.794,0.838,0.041,Lite
579,20,1,2.074,0.796,0.041999999999999996,Lite
580,20,1,1.957,0.8069999999999999,0.043000000000000003,Lite
581,20,1,2.154,1.259,0.046,Lite
582,20,1,2.129,0.772,0.048,Lite
583,20,1,2.026,0.629,0.044,Lite
584,20,1,2.184,0.957,0.044,Lite
585,20,1,1.812,0.828,0.044,Lite
586,20,1,3.029,1.02,0.048,Lite
587,20,1,2.738,1.313,0.11900000000000001,Lite
588,20,1,2.146,0.5569999999999999,0.064,Lite
589,20,1,2.165,0.769,0.062,Lite
590,20,1,2.247,0.744,0.056,Lite
591,20,1,2.181,0.6449999999999999,0.054,Lite
592,20,1,2.13,0.602,0.052,Lite
593,20,1,2.166,0.626,0.052,Lite
594,20,1,2.391,0.78,0.066,Lite
595,20,1,2.297,0.559,0.056,Lite
596,20,1,2.127,0.48500000000000004,0.044,Lite
597,20,1,2.081,0.558,0.05,Lite
598,20,1,2.1359999999999997,0.5720000000000001,0.047,Lite
599,20,1,2.12,0.412,0.049,Lite
600,20,1,2.075,0.784,0.045000000000000005,Lite
601,20,1,2.153,0.757,0.047,Lite
602,20,1,1.8190000000000002,0.753,0.044,Lite
603,20,1,1.815,0.889,0.043000000000000003,Lite
604,20,1,1.848,1.219,0.045000000000000005,Lite
605,20,1,1.818,1.262,0.045000000000000005,Lite
606,50,1,2.4139999999999997,2.318,0.048,Lite
607,50,1,1.817,1.495,0.044,Lite
608,50,1,1.718,1.014,0.041999999999999996,Lite
609,50,1,1.6980000000000002,1.026,0.041,Lite
610,50,1,1.668,1.073,0.041,Lite
611,50,1,2.231,1.403,0.041,Lite
612,50,1,1.701,1.478,0.061,Lite
613,50,1,1.724,1.149,0.041,Lite
614,50,1,1.677,1.0610000000000002,0.041,Lite
615,50,1,1.704,0.94,0.041,Lite
616,50,1,1.909,1.434,0.041999999999999996,Lite
617,50,1,1.742,1.188,0.041999999999999996,Lite
618,50,1,1.7080000000000002,1.477,0.041999999999999996,Lite
619,50,1,1.7619999999999998,1.17,0.043000000000000003,Lite
620,50,1,1.738,1.066,0.076,Lite
621,50,1,1.7249999999999999,1.5859999999999999,0.078,Lite
622,50,1,2.267,1.135,0.043000000000000003,Lite
623,50,1,2.14,1.399,0.063,Lite
624,50,1,1.7630000000000001,1.1969999999999998,0.046,Lite
625,50,1,2.003,1.1509999999999998,0.043000000000000003,Lite
626,50,1,1.812,2.0669999999999997,0.041999999999999996,Lite
627,50,1,1.739,0.916,0.038,Lite
628,50,1,1.8920000000000001,1.232,0.041999999999999996,Lite
629,50,1,1.734,0.928,0.04,Lite
630,50,1,1.709,1.0070000000000001,0.041999999999999996,Lite
631,50,1,1.7080000000000002,1.203,0.055,Lite
632,50,1,2.16,1.1969999999999998,0.039,Lite
633,50,1,1.7440000000000002,1.3940000000000001,0.041,Lite
634,50,1,1.7329999999999999,0.9859999999999999,0.041999999999999996,Lite
635,50,1,1.717,0.948,0.039,Lite
636,50,1,1.703,0.957,0.043000000000000003,Lite
637,50,1,1.931,1.459,0.039,Lite
638,50,1,1.704,1.124,0.043000000000000003,Lite
639,50,1,2.198,1.0579999999999998,0.041999999999999996,Lite
640,50,1,1.737,1.387,0.041999999999999996,Lite
641,50,1,1.7550000000000001,1.125,0.041,Lite
642,50,1,1.7309999999999999,1.488,0.067,Lite
643,50,1,2.033,1.117,0.041999999999999996,Lite
644,50,1,2.17,0.988,0.041999999999999996,Lite
645,50,1,1.721,0.992,0.041,Lite
646,50,1,1.718,1.019,0.038,Lite
647,50,1,1.702,1.4989999999999999,0.045000000000000005,Lite
648,50,1,2.1510000000000002,0.896,0.038,Lite
649,50,1,1.703,1.019,0.060000000000000005,Lite
650,50,1,1.9829999999999999,1.0610000000000002,0.039,Lite
651,50,1,1.7049999999999998,1.156,0.045000000000000005,Lite
652,50,1,1.7650000000000001,0.882,0.053,Lite
653,50,1,1.8,1.153,0.038,Lite
654,50,1,1.8920000000000001,1.056,0.038,Lite
655,50,1,1.827,1.796,0.049,Lite
656,50,1,1.8259999999999998,1.2409999999999999,0.044,Lite
657,50,1,1.824,0.912,0.043000000000000003,Lite
658,50,1,1.719,1.353,0.041999999999999996,Lite
659,50,1,2.163,0.98,0.043000000000000003,Lite
660,50,1,1.727,1.7810000000000001,0.044,Lite
661,50,1,1.769,1.026,0.041,Lite
662,50,1,1.707,0.9319999999999999,0.041,Lite
663,50,1,1.7049999999999998,0.868,0.041,Lite
664,50,1,2.2569999999999997,1.027,0.041999999999999996,Lite
665,50,1,1.742,1.368,0.043000000000000003,Lite
666,50,1,2.226,1.0839999999999999,0.043000000000000003,Lite
667,50,1,1.717,1.0970000000000002,0.041999999999999996,Lite
668,50,1,1.712,1.103,0.043000000000000003,Lite
669,50,1,1.9989999999999999,1.704,0.041999999999999996,Lite
670,50,1,1.758,1.436,0.06499999999999999,Lite
671,50,1,2.4459999999999997,1.237,0.044,Lite
672,50,1,1.7440000000000002,1.0430000000000001,0.039,Lite
673,50,1,1.719,0.949,0.043000000000000003,Lite
674,50,1,1.932,1.728,0.043000000000000003,Lite
675,50,1,2.262,1.375,0.087,Lite
676,50,1,2.468,1.415,0.052,Lite
677,50,1,2.2,1.279,0.044,Lite
678,50,1,2.265,1.557,0.059,Lite
679,50,1,2.403,1.213,0.049,Lite
680,50,1,1.975,1.643,0.134,Lite
681,50,1,2.148,1.365,0.051,Lite
682,50,1,1.9469999999999998,1.062,0.05,Lite
683,50,1,1.938,0.847,0.054,Lite
684,50,1,2.09,1.738,0.124,Lite
685,50,1,2.8449999999999998,0.9430000000000001,0.07200000000000001,Lite
686,50,1,2.3280000000000003,0.717,0.058,Lite
687,50,1,2.1310000000000002,0.763,0.054,Lite
688,50,1,2.129,0.799,0.049,Lite
689,50,1,2.316,0.757,0.051,Lite
690,50,1,2.105,0.673,0.05,Lite
691,50,1,2.115,0.8140000000000001,0.053,Lite
692,50,1,2.045,1.3159999999999998,0.05,Lite
693,50,1,1.909,1.2550000000000001,0.047,Lite
694,50,1,1.828,1.27,0.047,Lite
695,50,1,2.205,1.245,0.05,Lite
696,50,1,1.822,1.361,0.046,Lite
697,50,1,1.784,1.4989999999999999,0.05,Lite
698,50,1,2.127,1.1800000000000002,0.05,Lite
699,50,1,1.822,1.324,0.045000000000000005,Lite
700,50,1,2.157,0.772,0.044,Lite
701,50,1,1.759,0.82,0.044,Lite
702,50,1,1.7810000000000001,0.8140000000000001,0.046,Lite
703,50,1,1.7830000000000001,0.79,0.04,Lite
704,50,1,2.099,1.095,0.049,Lite
705,50,1,1.906,1.426,0.048,Lite
706,50,1,1.822,1.361,0.043000000000000003,Lite
707,100,1,2.2569999999999997,2.048,0.056,Lite
708,100,1,1.721,1.642,0.046,Lite
709,100,1,1.724,1.585,0.047,Lite
710,100,1,2.065,1.838,0.046,Lite
711,100,1,1.7429999999999999,1.849,0.048,Lite
712,100,1,1.74,1.846,0.046,Lite
713,100,1,1.747,1.582,0.045000000000000005,Lite
714,100,1,1.842,2.058,0.048,Lite
715,100,1,1.772,1.696,0.129,Lite
716,100,1,2.3019999999999996,1.574,0.046,Lite
717,100,1,1.736,2.045,0.045000000000000005,Lite
718,100,1,1.7309999999999999,2.3649999999999998,0.047,Lite
719,100,1,2.0170000000000003,1.4189999999999998,0.045000000000000005,Lite
720,100,1,2.212,1.517,0.047,Lite
721,100,1,1.742,1.5050000000000001,0.046,Lite
722,100,1,1.7,1.9880000000000002,0.046,Lite
723,100,1,2.341,1.421,0.045000000000000005,Lite
724,100,1,1.721,2.3449999999999998,0.05,Lite
725,100,1,1.782,1.7830000000000001,0.047,Lite
726,100,1,1.728,1.603,0.046,Lite
727,100,1,1.732,2.826,0.046,Lite
728,100,1,1.75,1.8259999999999998,0.08,Lite
729,100,1,1.9009999999999998,1.789,0.048,Lite
730,100,1,1.8,2.063,0.046,Lite
731,100,1,1.748,2.2230000000000003,0.044,Lite
732,100,1,1.939,1.427,0.046,Lite
733,100,1,2.2950000000000004,1.897,0.048,Lite
734,100,1,1.746,1.4469999999999998,0.046,Lite
735,100,1,1.746,1.764,0.116,Lite
736,100,1,2.22,1.4760000000000002,0.044,Lite
737,100,1,1.721,1.907,0.047,Lite
738,100,1,1.776,1.728,0.046,Lite
739,100,1,1.722,1.694,0.046,Lite
740,100,1,1.769,2.098,0.064,Lite
741,100,1,1.787,1.779,0.047,Lite
742,100,1,2.184,1.469,0.046,Lite
743,100,1,1.719,1.313,0.045000000000000005,Lite
744,100,1,1.7489999999999999,1.5870000000000002,0.045000000000000005,Lite
745,100,1,2.196,1.9,0.046,Lite
746,100,1,1.759,2.0509999999999997,0.047,Lite
747,100,1,1.734,1.4,0.045000000000000005,Lite
748,100,1,1.718,1.489,0.045000000000000005,Lite
749,100,1,1.77,1.785,0.127,Lite
750,100,1,1.91,1.464,0.045000000000000005,Lite
751,100,1,1.954,2.2,0.049,Lite
752,100,1,1.768,1.5130000000000001,0.046,Lite
753,100,1,1.7489999999999999,1.735,0.046,Lite
754,100,1,2.286,1.427,0.046,Lite
755,100,1,1.711,2.054,0.11900000000000001,Lite
756,100,1,1.745,1.596,0.047,Lite
757,100,1,1.769,1.986,0.046,Lite
758,100,1,1.722,2.093,0.047,Lite
759,100,1,2.009,1.511,0.045000000000000005,Lite
760,100,1,1.9729999999999999,1.9689999999999999,0.093,Lite
761,100,1,2.115,2.009,0.046,Lite
762,100,1,1.736,1.9729999999999999,0.082,Lite
763,100,1,2.248,1.547,0.045000000000000005,Lite
764,100,1,2.5730000000000004,2.054,0.08399999999999999,Lite
765,100,1,2.715,2.008,0.054,Lite
766,100,1,1.938,1.9269999999999998,0.121,Lite
767,100,1,1.751,1.89,0.048,Lite
768,100,1,2.371,1.625,0.05,Lite
769,100,1,2.474,2.488,0.114,Lite
770,100,1,3.052,2.236,0.068,Lite
771,100,1,2.198,1.4220000000000002,0.063,Lite
772,100,1,2.444,1.3470000000000002,0.068,Lite
773,100,1,2.285,1.184,0.066,Lite
774,100,1,2.25,1.803,0.077,Lite
775,100,1,2.611,2.129,0.079,Lite
776,100,1,2.335,1.571,0.059,Lite
777,100,1,2.156,1.163,0.054,Lite
778,100,1,2.247,1.691,0.055,Lite
779,100,1,2.139,1.385,0.062,Lite
780,100,1,2.229,1.1869999999999998,0.07100000000000001,Lite
781,100,1,2.29,1.2750000000000001,0.063,Lite
782,100,1,2.186,1.9980000000000002,0.076,Lite
783,100,1,2.3440000000000003,1.375,0.068,Lite
784,100,1,2.283,1.5610000000000002,0.06999999999999999,Lite
785,100,1,2.37,1.686,0.06499999999999999,Lite
786,100,1,2.229,1.2979999999999998,0.060000000000000005,Lite
787,100,1,2.227,1.55,0.063,Lite
788,100,1,2.1380000000000003,1.145,0.059,Lite
789,100,1,2.182,1.038,0.056,Lite
790,100,1,2.098,1.071,0.053,Lite
791,100,1,2.277,1.7309999999999999,0.05,Lite
792,100,1,1.794,1.5050000000000001,0.101,Lite
793,100,1,2.565,1.431,0.048,Lite
794,100,1,1.776,1.6689999999999998,0.049,Lite
795,100,1,1.776,2.072,0.049,Lite
796,100,1,2.033,1.244,0.047,Lite
797,100,1,2.0869999999999997,1.769,0.048,Lite
798,100,1,1.7730000000000001,1.342,0.049,Lite
799,100,1,1.794,1.7810000000000001,0.046,Lite
800,100,1,2.079,2.0170000000000003,0.047,Lite
801,100,1,1.769,1.2229999999999999,0.048,Lite
802,100,1,2.382,1.472,0.048,Lite
803,100,1,1.7979999999999998,1.432,0.045000000000000005,Lite
804,100,1,1.758,1.5690000000000002,0.128,Lite
805,100,1,2.2230000000000003,1.421,0.048,Lite
806,100,1,1.812,1.812,0.068,Lite
807,100,1,2.691,2.282,0.056,Lite
